year,state_po,candidate,party,candidatevotes,totalvotes,portionvotes
2016,MA,"Clinton, Hillary",democrat,1995196,3378821,0.5905006509667129
2016,MA,"Trump, Donald J.",republican,1090893,3378821,0.3228620279085515
2016,MI,"Trump, Donald J.",republican,2279543,4799284,0.47497564219996147
2016,MI,"Clinton, Hillary",democrat,2268839,4799284,0.4727453095086684
2016,MN,"Clinton, Hillary",democrat,1367705,2944782,0.4644503396176695
2016,MN,"Trump, Donald J.",republican,1322949,2944782,0.4492519310427733
2016,MS,"Trump, Donald J.",republican,700714,1209357,0.5794103808883564
2016,MS,"Clinton, Hillary",democrat,485131,1209357,0.40114788271784096
2016,MO,"Trump, Donald J.",republican,1594511,2808605,0.5677234783816165
2016,MO,"Clinton, Hillary",democrat,1071068,2808605,0.3813523083523671
2016,MT,"Trump, Donald J.",republican,279240,494526,0.5646619186857719
2016,MT,"Clinton, Hillary",democrat,177709,494526,0.35935218775150346
2016,NE,"Trump, Donald J.",republican,495961,844227,0.5874735112712576
2016,NE,"Clinton, Hillary",democrat,284494,844227,0.33698756377135536
2016,NV,"Clinton, Hillary",democrat,539260,1125385,0.4791782367811904
2016,NV,"Trump, Donald J.",republican,512058,1125385,0.4550069531760242
2016,NH,"Clinton, Hillary",democrat,348526,744296,0.46826262669690555
2016,NH,"Trump, Donald J.",republican,345790,744296,0.46458666981953417
2016,NJ,"Clinton, Hillary",democrat,2148278,3874046,0.554530844496942
2016,NJ,"Trump, Donald J.",republican,1601933,3874046,0.4135038665002945
2016,NM,"Clinton, Hillary",democrat,385234,798319,0.48255647178634103
2016,NM,"Trump, Donald J.",republican,319667,798319,0.40042514333242724
2016,NY,"Clinton, Hillary",democrat,4379789,7802084,0.5613614259984896
2016,NY,"Trump, Donald J.",republican,2527142,7802084,0.32390602305742927
2016,NC,"Trump, Donald J.",republican,2362631,4741564,0.49828094696180414
2016,NC,"Clinton, Hillary",democrat,2189316,4741564,0.46172866168209475
2016,ND,"Trump, Donald J.",republican,216794,344360,0.629556278313393
2016,ND,"Clinton, Hillary",democrat,93758,344360,0.27226739458706006
2016,OH,"Trump, Donald J.",republican,2841005,5496487,0.5168765067578619
2016,OH,"Clinton, Hillary",democrat,2394164,5496487,0.4355807627672002
2016,OK,"Trump, Donald J.",republican,949136,1452992,0.6532286481962736
2016,OK,"Clinton, Hillary",democrat,420375,1452992,0.2893168028454389
2016,OR,"Clinton, Hillary",democrat,1002106,2001336,0.5007185200286208
2016,OR,"Trump, Donald J.",republican,782403,2001336,0.39094035184496756
2016,PA,"Trump, Donald J.",republican,2970733,6115402,0.4857788580374602
2016,PA,"Clinton, Hillary",democrat,2926441,6115402,0.4785361616456285
2016,RI,"Clinton, Hillary",democrat,252525,464144,0.5440660657037472
2016,RI,"Trump, Donald J.",republican,180543,464144,0.3889805749939674
2016,SC,"Trump, Donald J.",republican,1155389,2103027,0.5493933268569543
2016,SC,"Clinton, Hillary",democrat,855373,2103027,0.4067341978966509
2016,SD,"Trump, Donald J.",republican,227721,370093,0.615307503789588
2016,SD,"Clinton, Hillary",democrat,117458,370093,0.3173742815994899
2016,TN,"Trump, Donald J.",republican,1522925,2508027,0.6072203369421462
2016,TN,"Clinton, Hillary",democrat,870695,2508027,0.34716332798650096
2016,TX,"Trump, Donald J.",republican,4685047,8969226,0.5223468557933538
2016,TX,"Clinton, Hillary",democrat,3877868,8969226,0.4323525798101196
2016,UT,"Trump, Donald J.",republican,515211,1131317,0.4554081658810042
2016,UT,"Clinton, Hillary",democrat,310674,1131317,0.2746126859226901
2016,UT,"McMullin, Evan",no party affiliation,255060,1131317,0.22545405045623818
2016,VT,"Clinton, Hillary",democrat,178573,320467,0.5572274212321393
2016,VT,"Trump, Donald J.",republican,95369,320467,0.29759382401308093
2016,VA,"Clinton, Hillary",democrat,1981473,3982752,0.49751352833417695
2016,VA,"Trump, Donald J.",republican,1769443,3982752,0.44427647013924043
2016,WA,"Clinton, Hillary",democrat,1742718,3317019,0.5253868006182659
2016,WA,"Trump, Donald J.",republican,1221747,3317019,0.3683268018663746
2016,WV,"Trump, Donald J.",republican,489371,713051,0.6863057481161936
2016,WV,"Clinton, Hillary",democrat,188794,713051,0.26476928017771517
2016,WI,"Trump, Donald J.",republican,1405284,2976150,0.4721818456731012
2016,WI,"Clinton, Hillary",democrat,1382536,2976150,0.4645384137224266
2016,WY,"Trump, Donald J.",republican,174419,258788,0.6739841105460841
2016,WY,"Clinton, Hillary",democrat,55973,258788,0.2162890087639303
